Timestamp,HeartRate_BPM,Activity_X,Activity_Y,Activity_Z,Activity_Status,SkinTemp_Celsius,Sleep_Status,Health_Status
2024-08-14 13:00:00,91,-0.93,-0.9,0.75,Standing,36.8,Awake,Unhealthy
2024-08-14 13:05:00,55,0.34,0.79,0.86,Standing,39.4,Awake,Healthy
2024-08-14 13:10:00,82,0.01,-0.49,0.5,Standing,37.9,Awake,Healthy
2024-08-14 13:15:00,57,0.19,0.2,-0.49,Sitting,39.2,Awake,Healthy
2024-08-14 13:20:00,61,-0.58,0.66,-0.03,Standing,40.6,Awake,Unhealthy
2024-08-14 13:25:00,92,0.71,0.31,-0.07,Standing,38.1,Awake,Unhealthy
2024-08-14 13:30:00,53,0.77,-0.53,-0.96,Standing,39.8,Awake,Unhealthy
2024-08-14 13:35:00,52,-0.46,-0.25,0.72,Standing,38.4,Awake,Healthy
2024-08-14 13:40:00,73,-0.65,0.15,-0.03,Lying,38.5,Awake,Unhealthy
2024-08-14 13:45:00,85,-0.03,0.53,-0.87,Standing,36.9,Awake,Unhealthy
2024-08-14 13:50:00,78,0.64,0.08,0.29,Standing,39.4,Awake,Healthy
2024-08-14 13:55:00,100,-0.09,0.5,-0.3,Standing,39.7,Awake,Unhealthy
2024-08-14 14:00:00,83,0.76,0.03,0.13,Standing,38.4,Awake,Healthy
2024-08-14 14:05:00,52,-0.69,-0.72,-0.43,Lying,37.5,Sleeping,Unhealthy
2024-08-14 14:10:00,92,-0.15,0.55,-0.91,Standing,36.8,Awake,Unhealthy
2024-08-14 14:15:00,50,-0.2,-0.23,0.66,Standing,39.4,Awake,Healthy
2024-08-14 14:20:00,96,-0.33,0.26,0.53,Standing,37.6,Awake,Unhealthy
2024-08-14 14:25:00,64,-0.52,0.6,-0.23,Standing,37.1,Awake,Healthy
2024-08-14 14:30:00,69,0.5,-0.71,0.03,Standing,40.5,Awake,Unhealthy
2024-08-14 14:35:00,82,0.06,-0.84,-0.29,Lying,37.8,Awake,Unhealthy
2024-08-14 14:40:00,51,-0.5,-0.07,-0.43,Lying,40.0,Sleeping,Unhealthy
2024-08-14 14:45:00,61,0.88,-0.65,0.58,Standing,36.6,Awake,Healthy
2024-08-14 14:50:00,77,-0.37,0.18,0.73,Standing,36.8,Awake,Healthy
2024-08-14 14:55:00,97,0.26,0.62,-0.45,Standing,37.6,Awake,Unhealthy
2024-08-14 15:00:00,73,0.41,0.7,-0.04,Standing,38.3,Awake,Healthy
2024-08-14 15:05:00,77,-0.03,-0.83,-0.29,Lying,40.3,Awake,Unhealthy
2024-08-14 15:10:00,90,0.3,-0.83,0.65,Standing,37.5,Awake,Unhealthy
2024-08-14 15:15:00,71,-0.05,-0.75,-0.86,Lying,37.9,Awake,Unhealthy
2024-08-14 15:20:00,91,-0.46,0.36,-0.48,Standing,39.7,Awake,Unhealthy
2024-08-14 15:25:00,61,-0.37,0.93,-0.46,Standing,41.0,Awake,Unhealthy
2024-08-14 15:30:00,66,-0.52,-0.16,0.73,Standing,37.0,Awake,Healthy
2024-08-14 15:35:00,63,0.76,0.92,0.38,Standing,37.4,Awake,Healthy
2024-08-14 15:40:00,55,-0.99,-0.68,-0.09,Lying,38.8,Sleeping,Unhealthy
2024-08-14 15:45:00,100,0.53,0.53,0.9,Standing,38.3,Awake,Unhealthy
2024-08-14 15:50:00,99,-0.62,-0.9,-0.17,Lying,37.5,Awake,Unhealthy
2024-08-14 15:55:00,81,0.01,-0.25,-0.61,Lying,38.2,Awake,Unhealthy
2024-08-14 16:00:00,72,-0.58,-0.3,0.8,Standing,38.3,Awake,Healthy
2024-08-14 16:05:00,55,0.84,-0.64,-0.43,Standing,37.5,Awake,Healthy
2024-08-14 16:10:00,68,0.59,0.55,-0.57,Standing,37.0,Awake,Healthy
2024-08-14 16:15:00,87,0.68,0.42,-0.59,Standing,37.0,Awake,Unhealthy
2024-08-14 16:20:00,89,-0.77,0.75,-0.17,Standing,37.7,Awake,Unhealthy
2024-08-14 16:25:00,51,-0.32,-0.75,0.14,Lying,36.7,Sleeping,Unhealthy
2024-08-14 16:30:00,70,0.55,-0.66,-0.49,Standing,38.6,Awake,Healthy
2024-08-14 16:35:00,66,-0.62,0.26,0.31,Standing,39.1,Awake,Healthy
2024-08-14 16:40:00,58,-0.37,-0.28,-0.43,Lying,39.9,Sleeping,Unhealthy
2024-08-14 16:45:00,61,-0.46,-0.65,-1.0,Lying,37.7,Awake,Unhealthy
2024-08-14 16:50:00,79,0.13,-0.57,-0.1,Lying,38.7,Awake,Unhealthy
2024-08-14 16:55:00,66,-0.76,-0.72,0.59,Standing,39.6,Awake,Unhealthy
2024-08-14 17:00:00,59,0.28,0.93,0.48,Standing,39.3,Awake,Healthy
2024-08-14 17:05:00,99,0.31,0.23,0.49,Standing,39.1,Awake,Unhealthy
2024-08-14 17:10:00,85,-0.77,0.25,0.53,Standing,37.0,Awake,Unhealthy
2024-08-14 17:15:00,61,-0.91,-0.26,-0.85,Lying,37.4,Awake,Unhealthy
2024-08-14 17:20:00,60,-0.33,-0.39,0.7,Standing,38.0,Awake,Healthy
2024-08-14 17:25:00,94,0.85,0.16,0.27,Standing,37.9,Awake,Unhealthy
2024-08-14 17:30:00,76,0.39,-0.75,-0.81,Standing,38.8,Awake,Healthy
2024-08-14 17:35:00,57,0.69,0.5,-0.84,Standing,38.4,Awake,Healthy
2024-08-14 17:40:00,53,-0.91,-0.84,-0.06,Lying,40.2,Sleeping,Unhealthy
2024-08-14 17:45:00,85,0.61,-0.83,0.19,Standing,36.9,Awake,Unhealthy
2024-08-14 17:50:00,62,0.58,-0.02,-0.22,Standing,37.4,Awake,Healthy
2024-08-14 17:55:00,81,-0.22,0.58,0.34,Standing,36.6,Awake,Healthy
2024-08-14 18:00:00,98,0.88,-0.04,-0.94,Standing,39.6,Awake,Unhealthy
2024-08-14 18:05:00,68,0.93,0.47,-0.43,Standing,38.7,Awake,Healthy
2024-08-14 18:10:00,87,0.29,-0.84,-0.51,Standing,40.6,Awake,Unhealthy
2024-08-14 18:15:00,81,-0.29,-0.44,-0.21,Lying,38.3,Awake,Unhealthy
2024-08-14 18:20:00,63,-0.29,0.04,0.45,Standing,39.5,Awake,Healthy
2024-08-14 18:25:00,82,0.52,-0.24,-0.16,Standing,41.0,Awake,Unhealthy
2024-08-14 18:30:00,90,0.22,-0.87,0.77,Standing,38.7,Awake,Unhealthy
2024-08-14 18:35:00,98,0.89,0.29,-0.14,Standing,39.4,Awake,Unhealthy
2024-08-14 18:40:00,65,-0.53,0.84,-0.89,Standing,36.6,Awake,Healthy
2024-08-14 18:45:00,53,0.4,0.87,-0.45,Standing,39.0,Awake,Healthy
2024-08-14 18:50:00,63,-0.78,-0.6,0.15,Lying,36.5,Awake,Unhealthy
2024-08-14 18:55:00,76,-0.38,0.94,0.01,Standing,37.2,Awake,Healthy
2024-08-14 19:00:00,76,0.1,-0.04,-0.56,Lying,39.4,Awake,Unhealthy
2024-08-14 19:05:00,57,0.23,-0.65,0.01,Standing,38.1,Awake,Healthy
2024-08-14 19:10:00,67,0.37,0.59,-0.46,Standing,40.7,Awake,Unhealthy
2024-08-14 19:15:00,51,-0.05,-0.76,-0.03,Lying,39.9,Sleeping,Unhealthy
2024-08-14 19:20:00,89,0.04,-0.39,0.41,Standing,36.9,Awake,Unhealthy
2024-08-14 19:25:00,51,-0.8,0.88,-0.12,Standing,38.3,Awake,Healthy
2024-08-14 19:30:00,58,-0.68,0.59,0.66,Standing,37.4,Awake,Healthy
2024-08-14 19:35:00,82,-0.42,-0.47,0.87,Standing,38.3,Awake,Healthy
2024-08-14 19:40:00,75,0.79,-0.92,-0.04,Standing,40.3,Awake,Unhealthy
2024-08-14 19:45:00,73,-0.84,-0.61,-0.9,Lying,38.9,Awake,Unhealthy
2024-08-14 19:50:00,95,0.89,0.77,-0.36,Standing,38.4,Awake,Unhealthy
2024-08-14 19:55:00,50,0.13,0.84,0.18,Standing,38.7,Awake,Healthy
2024-08-14 20:00:00,61,0.34,-0.53,-0.32,Standing,38.7,Awake,Healthy
2024-08-14 20:05:00,90,-0.9,-0.74,-0.7,Lying,36.9,Awake,Unhealthy
2024-08-14 20:10:00,64,0.12,0.96,0.6,Standing,39.2,Awake,Healthy
2024-08-14 20:15:00,59,-0.01,0.44,-0.12,Standing,40.5,Awake,Unhealthy
2024-08-14 20:20:00,51,0.79,0.42,-0.37,Standing,40.6,Awake,Unhealthy
2024-08-14 20:25:00,67,0.31,-0.58,0.86,Standing,39.9,Awake,Unhealthy
2024-08-14 20:30:00,81,0.2,-0.06,0.31,Standing,36.5,Awake,Healthy
2024-08-14 20:35:00,64,-0.38,0.91,-0.75,Standing,40.7,Awake,Unhealthy
2024-08-14 20:40:00,72,-0.98,-0.69,0.25,Standing,38.3,Awake,Healthy
2024-08-14 20:45:00,81,-0.49,0.27,-0.17,Standing,38.7,Awake,Healthy
2024-08-14 20:50:00,78,0.16,-0.78,0.64,Standing,37.1,Awake,Healthy
2024-08-14 20:55:00,59,-0.47,0.93,-0.5,Standing,38.3,Awake,Healthy
2024-08-14 21:00:00,95,-0.27,-0.62,0.42,Standing,37.9,Awake,Unhealthy
2024-08-14 21:05:00,100,0.08,-0.72,-0.85,Lying,40.8,Awake,Unhealthy
2024-08-14 21:10:00,80,0.51,0.82,0.64,Standing,39.1,Awake,Healthy
2024-08-14 21:15:00,55,0.3,-0.31,-0.22,Standing,39.5,Awake,Healthy
2024-08-14 21:20:00,64,-0.8,0.11,-0.68,Lying,38.8,Awake,Unhealthy
2024-08-14 21:25:00,51,-0.46,-0.77,-0.18,Lying,39.3,Sleeping,Unhealthy
2024-08-14 21:30:00,75,-0.42,-0.16,-0.96,Lying,38.4,Awake,Unhealthy
2024-08-14 21:35:00,92,0.79,0.05,-0.17,Standing,39.2,Awake,Unhealthy
2024-08-14 21:40:00,76,0.35,-0.66,0.89,Standing,38.9,Awake,Healthy
2024-08-14 21:45:00,71,-0.59,-0.04,-0.88,Lying,38.0,Awake,Unhealthy
2024-08-14 21:50:00,94,0.29,-0.08,-0.79,Standing,40.7,Awake,Unhealthy
2024-08-14 21:55:00,54,0.01,0.4,-0.71,Standing,36.6,Awake,Healthy
2024-08-14 22:00:00,100,0.07,-0.97,0.21,Standing,38.3,Awake,Unhealthy
2024-08-14 22:05:00,98,-0.57,0.12,0.89,Standing,38.6,Awake,Unhealthy
2024-08-14 22:10:00,99,0.46,-0.3,-0.09,Standing,39.3,Awake,Unhealthy
2024-08-14 22:15:00,70,-0.76,0.03,-0.84,Lying,39.0,Awake,Unhealthy
2024-08-14 22:20:00,77,0.03,-0.18,0.57,Standing,37.3,Awake,Healthy
2024-08-14 22:25:00,87,0.74,0.92,0.66,Standing,37.4,Awake,Unhealthy
2024-08-14 22:30:00,69,0.84,-0.57,-0.85,Standing,36.7,Awake,Healthy
2024-08-14 22:35:00,92,-0.62,0.17,0.09,Lying,39.6,Awake,Unhealthy
2024-08-14 22:40:00,58,-0.39,-0.85,-0.2,Lying,38.6,Sleeping,Unhealthy
2024-08-14 22:45:00,69,0.72,-0.6,-0.84,Standing,36.6,Awake,Healthy
2024-08-14 22:50:00,66,0.66,0.66,0.27,Standing,40.4,Awake,Unhealthy
2024-08-14 22:55:00,93,0.79,0.07,0.47,Standing,40.8,Awake,Unhealthy
2024-08-14 23:00:00,94,0.42,0.68,-0.56,Standing,37.0,Awake,Unhealthy
2024-08-14 23:05:00,63,0.13,0.16,-0.32,Lying,37.5,Awake,Unhealthy
2024-08-14 23:10:00,58,-0.79,-0.9,0.27,Standing,37.2,Awake,Healthy
2024-08-14 23:15:00,71,-0.22,-0.12,0.79,Standing,40.7,Awake,Unhealthy
2024-08-14 23:20:00,81,0.72,-0.58,0.94,Standing,40.5,Awake,Unhealthy
2024-08-14 23:25:00,95,-0.12,0.83,0.79,Standing,39.3,Awake,Unhealthy
2024-08-14 23:30:00,83,0.01,-0.93,-0.28,Lying,38.8,Awake,Unhealthy
2024-08-14 23:35:00,68,0.9,-0.25,-0.17,Standing,39.6,Awake,Unhealthy
2024-08-14 23:40:00,55,-0.78,0.18,-0.36,Lying,37.7,Sleeping,Unhealthy
2024-08-14 23:45:00,67,0.78,0.02,-0.47,Standing,38.5,Awake,Healthy
2024-08-14 23:50:00,75,-0.32,-0.41,0.69,Standing,37.7,Awake,Healthy
2024-08-14 23:55:00,72,0.57,0.69,0.51,Standing,38.9,Awake,Healthy
2024-08-15 00:00:00,72,-0.37,-0.42,-0.57,Lying,36.9,Awake,Unhealthy
2024-08-15 00:05:00,79,0.35,-0.31,-0.92,Standing,38.6,Awake,Healthy
2024-08-15 00:10:00,79,0.28,0.3,0.0,Standing,39.6,Awake,Unhealthy
2024-08-15 00:15:00,60,-0.28,-0.72,-0.98,Lying,39.7,Awake,Unhealthy
2024-08-15 00:20:00,50,-0.17,-0.5,-0.39,Lying,36.7,Sleeping,Unhealthy
2024-08-15 00:25:00,89,-0.98,0.32,-0.9,Standing,40.7,Awake,Unhealthy
2024-08-15 00:30:00,83,-0.49,-0.95,-0.62,Lying,38.4,Awake,Unhealthy
2024-08-15 00:35:00,76,-0.6,0.79,-0.67,Standing,38.0,Awake,Healthy
2024-08-15 00:40:00,87,0.55,-0.91,0.2,Standing,40.1,Awake,Unhealthy
2024-08-15 00:45:00,60,0.43,-0.63,0.54,Standing,36.7,Awake,Healthy
2024-08-15 00:50:00,80,0.49,-0.35,0.29,Standing,40.6,Awake,Unhealthy
2024-08-15 00:55:00,94,-0.36,0.62,-0.26,Standing,36.7,Awake,Unhealthy
2024-08-15 01:00:00,57,-0.05,0.25,-0.62,Standing,40.2,Awake,Unhealthy
2024-08-15 01:05:00,85,-0.89,-0.36,-0.43,Lying,38.2,Awake,Unhealthy
2024-08-15 01:10:00,95,0.27,-0.16,-0.25,Standing,38.0,Awake,Unhealthy
2024-08-15 01:15:00,89,-0.62,0.46,0.91,Standing,40.7,Awake,Unhealthy
2024-08-15 01:20:00,62,-0.43,0.26,-0.24,Standing,39.2,Awake,Healthy
2024-08-15 01:25:00,56,0.92,0.32,0.24,Standing,39.8,Awake,Unhealthy
2024-08-15 01:30:00,85,-0.17,0.95,-0.52,Standing,38.1,Awake,Unhealthy
2024-08-15 01:35:00,62,-0.53,-1.0,0.38,Standing,39.2,Awake,Healthy
2024-08-15 01:40:00,89,-0.13,-0.89,0.1,Lying,38.9,Awake,Unhealthy
2024-08-15 01:45:00,63,0.56,0.53,-0.91,Standing,40.1,Awake,Unhealthy
2024-08-15 01:50:00,51,0.8,-0.73,-0.84,Standing,36.7,Awake,Healthy
2024-08-15 01:55:00,60,0.47,-0.91,-0.31,Standing,40.5,Awake,Unhealthy
2024-08-15 02:00:00,56,-0.6,0.62,0.79,Standing,37.5,Awake,Healthy
2024-08-15 02:05:00,62,-0.3,0.84,-0.41,Standing,40.6,Awake,Unhealthy
2024-08-15 02:10:00,78,-0.75,-0.31,0.32,Standing,39.5,Awake,Healthy
2024-08-15 02:15:00,98,-0.8,-0.49,0.29,Standing,40.7,Awake,Unhealthy
2024-08-15 02:20:00,86,0.28,0.91,-0.88,Standing,37.8,Awake,Unhealthy
2024-08-15 02:25:00,92,0.72,0.7,-0.89,Standing,37.2,Awake,Unhealthy
2024-08-15 02:30:00,54,-0.81,0.0,0.42,Standing,39.2,Awake,Healthy
2024-08-15 02:35:00,56,0.54,0.87,-0.42,Standing,37.7,Awake,Healthy
2024-08-15 02:40:00,50,0.87,0.16,-0.28,Standing,39.4,Awake,Healthy
2024-08-15 02:45:00,64,-0.5,-0.37,-0.44,Lying,40.2,Awake,Unhealthy
